
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)"
="",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini"


="patents_pop1000",="-32.58*",="-16.83",="-20.69",="-7.875",="-35.18**",="0",="0",="-32.00*",="-32.31*",="-31.11**",="-30.27",="-32.41**",="-25.24*",="-30.72**",="-26.33*",="-24.10*",="-29.39*",="-36.04**",="-37.86*",="-34.51**",="-32.44**",="-37.19**",="-35.34*",="-35.11*",="-43.88**",="-35.30*",="-49.74**",="-35.83**",="-36.13**",="-24.75*",="-44.80**",="-30.33*",="-35.25**",="-39.26**",="-35.67**",="-35.99**",="-37.43**",="-32.31**",="-37.00*",="-38.99*",="-26.06",="-41.51*",="-39.82**",="-42.38*",="-39.12**",="-38.68*",="-34.16*",="-40.28**",="-36.65**",="-35.67**",="-35.53**",="-34.93**",="-35.66**",="-34.51**",="-36.55**"
="",="(11.6611)",="(10.8681)",="(16.3503)",="(11.7944)",="(7.3740)",="(.)",="(.)",="(12.8330)",="(10.3463)",="(8.6886)",="(12.0458)",="(6.0010)",="(11.1456)",="(9.6337)",="(11.1515)",="(10.7419)",="(11.1296)",="(11.5248)",="(15.8193)",="(6.8218)",="(10.4456)",="(10.5961)",="(13.2824)",="(15.5204)",="(11.4355)",="(12.1220)",="(15.0814)",="(11.5861)",="(11.4016)",="(11.3787)",="(10.9711)",="(11.4378)",="(10.4003)",="(12.9702)",="(11.4148)",="(11.4612)",="(11.0332)",="(8.8628)",="(16.3425)",="(17.5819)",="(14.8446)",="(15.8503)",="(12.9203)",="(15.5550)",="(11.1991)",="(16.2600)",="(11.7080)",="(12.6886)",="(12.0168)",="(11.9873)",="(11.0492)",="(11.3300)",="(11.7116)",="(10.3149)",="(11.3099)"

="oecd_tertiary",="0.377*",="0.218",="0.348*",="0.339*",="0.145",="-0.662",="-0.327",="0.269",="0.245",="0.256*",="0.283",="0.286*",="0.394*",="0.205",="0.350*",="0.420*",="0.346*",="0.175",="0.181",="0.0621",="0.253*",="0.194",="0.197",="0.258",="0.172",="0.192",="0.195",="0.199",="0.195",="0.0982",="0.193",="0.166",="0.249",="0.222",="0.201",="0.194",="0.135",="0.155",="0.186",="0.177",="0.141",="0.163",="0.158",="0.171",="0.143",="0.172",="0.189",="0.150",="0.200",="0.199",="0.196",="0.187",="0.196",="0.123",="0.163"
="",="(0.1271)",="(0.1326)",="(0.1377)",="(0.1072)",="(0.0883)",="(.)",="(.)",="(0.1578)",="(0.1090)",="(0.0969)",="(0.1258)",="(0.0928)",="(0.1508)",="(0.1076)",="(0.1381)",="(0.1395)",="(0.1263)",="(0.1460)",="(0.1443)",="(0.0842)",="(0.1168)",="(0.1153)",="(0.1250)",="(0.1558)",="(0.1232)",="(0.1494)",="(0.1596)",="(0.1255)",="(0.1240)",="(0.1203)",="(0.1098)",="(0.1199)",="(0.1176)",="(0.1311)",="(0.1267)",="(0.1246)",="(0.1303)",="(0.1019)",="(0.1509)",="(0.1451)",="(0.1342)",="(0.1386)",="(0.1353)",="(0.1293)",="(0.1258)",="(0.1536)",="(0.1249)",="(0.1357)",="(0.1251)",="(0.1445)",="(0.1208)",="(0.1243)",="(0.1255)",="(0.1195)",="(0.1311)"

="tradefreedom",="0.313",="0.441",="-0.0902",="-0.0822",="0.430",="0",="-10.07",="0.546",="0.343",="0.161",="-0.0846",="0.0435",="-0.0498",="0.287",="-0.0491",="0.0428",="0.172",="0.263",="0.304",="0.534",="0.591",="0.519",="0.318",="0.163",="0.176",="0.312",="0.770",="0.303",="0.358",="-0.192",="0.953",="-0.199",="0.629",="0.390",="0.329",="0.275",="0.434",="0.503",="0.314",="0.303",="0.530",="0.309",="0.213",="0.260",="-0.210",="0.290",="0.235",="0.317",="0.280",="0.313",="0.322",="0.134",="0.312",="0.173",="0.153"
="",="(0.5036)",="(0.4609)",="(0.4768)",="(0.3671)",="(0.3086)",="(.)",="(.)",="(0.6174)",="(0.4224)",="(0.3676)",="(0.5654)",="(0.4772)",="(0.4430)",="(0.3898)",="(0.4521)",="(0.4351)",="(0.4893)",="(0.5398)",="(0.5035)",="(0.2803)",="(0.4725)",="(0.4756)",="(0.5135)",="(0.5706)",="(0.4702)",="(0.5299)",="(0.5538)",="(0.5147)",="(0.4996)",="(0.5060)",="(0.5312)",="(0.6068)",="(0.4858)",="(0.5053)",="(0.4976)",="(0.5167)",="(0.4850)",="(0.3597)",="(0.5014)",="(0.5014)",="(0.5290)",="(0.4930)",="(0.5156)",="(0.5000)",="(0.6303)",="(0.5096)",="(0.5279)",="(0.4871)",="(0.5166)",="(0.5586)",="(0.4814)",="(0.5865)",="(0.5401)",="(0.4560)",="(0.5426)"

